feature_id,table_name,feature,data_type,grain,category,business_definition,calculation,role,modeling_usage,caution,documentation_status
leads_long_scored.cluster,leads_long_scored,cluster,int64,customer-product recommendation,Cohort,Numeric cluster assigned to the customer.,AgglomerativeClustering with Ward linkage and FINAL_K = 5 on standardized/encoded customer features.,Model output,Used as customer context in recommendation and reporting.,,Exact
leads_long_scored.cohort_ML,leads_long_scored,cohort_ML,object,customer-product recommendation,Cohort,Business-readable cohort label mapped from the numeric cluster.,"Rule-based label from cluster-level sales, activity, recency, product breadth, and Salesforce quantiles.",Model output,,,Exact
leads_long_scored.Sales,leads_long_scored,Sales,float64,customer-product recommendation,Customer value,Historical sales value.,In df_sales_full: recorded sales value on the row. At customer grain: SUM(Sales) across all historical rows.,Model input,"Used as customer-value history, never as future revenue.",,Exact
leads_long_scored.avg_monthly_revenue,leads_long_scored,avg_monthly_revenue,float64,customer-product recommendation,Customer value,Average historical revenue per lifetime month.,Sales / lifetime_months; zero if denominator is zero.,Engineered feature,,,Exact
leads_long_scored.historical_ltv,leads_long_scored,historical_ltv,float64,customer-product recommendation,Customer value,Historical lifetime-value proxy equal to cumulative sales.,historical_ltv = Sales.,Engineered feature,,Historical value only; it is not predictive customer lifetime value.,Exact
leads_long_scored.customer_mean_event_value,leads_long_scored,customer_mean_event_value,float64,customer-product recommendation,Expected value,Customer's mean total historical value-event size.,MEAN(customer_event_value) by ID_Customer.,Engineered feature,,,Exact
leads_long_scored.customer_value_multiplier,leads_long_scored,customer_value_multiplier,float64,customer-product recommendation,Expected value,Capped customer buying-power adjustment applied to expected order value.,"customer_value_multiplier_raw filled with 1.0 and clipped to [0.50, 2.00].",Engineered feature,,,Exact
leads_long_scored.expected_order_value,leads_long_scored,expected_order_value,float64,customer-product recommendation,Expected value,Estimated sales value conditional on the recommended product being purchased.,expected_order_value_before_customer_adjustment * customer_value_multiplier.,Business output,,,Exact
leads_long_scored.expected_order_value_before_customer_adjustment,leads_long_scored,expected_order_value_before_customer_adjustment,float64,customer-product recommendation,Expected value,Support-weighted product order-value estimate before customer adjustment.,w * segment_product_mean_order_value + (1-w) * product_mean_order_value; global mean fallback.,Engineered feature,,,Exact
leads_long_scored.expected_revenue,leads_long_scored,expected_revenue,float64,customer-product recommendation,Expected value,Probability-weighted revenue opportunity for the customer-product recommendation.,model_probability * expected_order_value.,Business output,,"Currently an opportunity proxy, not a finance-grade forecast, because model_probability is not a calibrated future probability.",Exact
leads_long_scored.expected_revenue_is_forecast,leads_long_scored,expected_revenue_is_forecast,bool,customer-product recommendation,Expected value,Boolean indicating whether expected revenue has true forecast semantics.,MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY; currently False.,Interpretation flag,,,Exact
leads_long_scored.expected_revenue_proxy,leads_long_scored,expected_revenue_proxy,float64,customer-product recommendation,Expected value,Explicit alias of expected_revenue under the current affinity-model semantics.,expected_revenue_proxy = expected_revenue.,Business output,,,Exact
leads_long_scored.order_value_estimation_method,leads_long_scored,order_value_estimation_method,object,customer-product recommendation,Expected value,Lineage label describing support level and fallback used for expected order value.,np.select based on segment-product event support and availability of product/global fallback.,Lineage,,,Exact
leads_long_scored.probability_semantics,leads_long_scored,probability_semantics,object,customer-product recommendation,Expected value,Text describing whether model_probability is affinity or calibrated future probability.,Conditional label from MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY.,Interpretation flag,,,Exact
leads_long_scored.product_mean_order_value,leads_long_scored,product_mean_order_value,float64,customer-product recommendation,Expected value,Mean capped event value for the recommended product across all customers.,MEAN(order_value_capped) by product_group and recommended_product.,Engineered feature,,,Exact
leads_long_scored.product_median_order_value,leads_long_scored,product_median_order_value,float64,customer-product recommendation,Expected value,Median capped event value for the recommended product across all customers.,MEDIAN(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
leads_long_scored.segment_product_mean_order_value,leads_long_scored,segment_product_mean_order_value,float64,customer-product recommendation,Expected value,Mean capped event value for a product within a customer peer segment.,"MEAN(order_value_capped) by value_segment, product_group, and recommended_product.",Engineered feature,,,Exact
leads_long_scored.segment_product_median_order_value,leads_long_scored,segment_product_median_order_value,float64,customer-product recommendation,Expected value,Median capped event value for a product within a customer peer segment.,"MEDIAN(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
leads_long_scored.value_segment,leads_long_scored,value_segment,object,customer-product recommendation,Expected value,Peer segment used to estimate order value.,Latest Customer_Segment; fallback to cohort_ML; final fallback 'Unknown'.,Intermediate feature,,,Exact
leads_long_scored.value_shrinkage_weight,leads_long_scored,value_shrinkage_weight,float64,customer-product recommendation,Expected value,Weight assigned to the segment-product estimate based on historical support.,segment_product_value_events / (segment_product_value_events + 30).,Engineered feature,,,Exact
leads_long_scored.customer_value_events,leads_long_scored,customer_value_events,int64,customer-product recommendation,Expected value support,Number of historical value events observed for the customer.,COUNT(customer_event_value) by ID_Customer.,Diagnostic,,,Exact
leads_long_scored.product_value_events,leads_long_scored,product_value_events,int64,customer-product recommendation,Expected value support,Historical value-event count for the recommended product.,COUNT(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
leads_long_scored.segment_product_value_events,leads_long_scored,segment_product_value_events,int64,customer-product recommendation,Expected value support,Historical value-event count for a product within the peer segment.,"COUNT(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
leads_long_scored.ID_Customer,leads_long_scored,ID_Customer,object,customer-product recommendation,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
leads_long_scored.avg_inactive_gap_months,leads_long_scored,avg_inactive_gap_months,float64,customer-product recommendation,Inactivity,Average number of inactive months between consecutive active months.,"MEAN(MAX(diff(active_month_ordinals) - 1, 0)).",Engineered feature,,,Exact
leads_long_scored.activity_score,leads_long_scored,activity_score,float64,customer-product recommendation,Lead scoring,Combined recency and frequency component.,0.60 * recency_score + 0.40 * frequency_score.,Score component,,,Exact
leads_long_scored.frequency_score,leads_long_scored,frequency_score,float64,customer-product recommendation,Lead scoring,Normalized purchase-frequency component.,Min-max normalization(active_months).,Score component,,,Exact
leads_long_scored.hot_reason,leads_long_scored,hot_reason,object,customer-product recommendation,Lead scoring,Rule-based explanation of why a recommendation is commercially attractive.,"Concatenation of threshold-triggered reasons from model, value, activity, Salesforce engagement, and inactivity risk.",Explainability output,,,Exact
leads_long_scored.lead_score,leads_long_scored,lead_score,float64,customer-product recommendation,Lead scoring,Composite commercial-priority score for a customer-product recommendation.,"clip(0.45*model_score + 0.25*value_score + 0.20*activity_score + 0.10*sf_engagement_score - 0.10*risk_penalty, 0, 1).",Business output,,,Exact
leads_long_scored.model_score,leads_long_scored,model_score,float64,customer-product recommendation,Lead scoring,Model component of the lead score.,"model_probability clipped to [0, 1].",Score component,,,Exact
leads_long_scored.recency_score,leads_long_scored,recency_score,float64,customer-product recommendation,Lead scoring,Normalized recency component where recent purchases score higher.,1 - min-max normalization(months_since_last_purchase).,Score component,,,Exact
leads_long_scored.recommendation_tier,leads_long_scored,recommendation_tier,category,customer-product recommendation,Lead scoring,Relative tier of an individual customer-product recommendation.,"qcut(rank(lead_score), 40% Cold / 40% Warm / 20% Hot) across recommendation rows.",Business output,,This is not the customer-level tier.,Exact
leads_long_scored.risk_penalty,leads_long_scored,risk_penalty,float64,customer-product recommendation,Lead scoring,Normalized inactivity-gap penalty.,Min-max normalization(avg_inactive_gap_months); zero if unavailable.,Score component,,,Exact
leads_long_scored.sf_engagement_score,leads_long_scored,sf_engagement_score,float64,customer-product recommendation,Lead scoring,Normalized Salesforce-engagement component.,Min-max normalization(sf_total_events); zero if unavailable.,Score component,,,Exact
leads_long_scored.value_score,leads_long_scored,value_score,float64,customer-product recommendation,Lead scoring,Normalized customer historical-value component.,Min-max normalization of historical_ltv; fallback to Sales.,Score component,,,Exact
leads_long_scored.source_target_col,leads_long_scored,source_target_col,object,customer-product recommendation,Model metadata,Purchase-flag column that generated the recommendation.,Stored source target-column name.,Lineage,,,Exact
leads_long_scored.prd_grp_1_coverage_pct,leads_long_scored,prd_grp_1_coverage_pct,float64,customer-product recommendation,Product breadth,Share of all level-1 product groups purchased by the customer.,NUNIQUE(customer Prd_Grp_1) / NUNIQUE(all Prd_Grp_1).,Engineered feature,,,Exact
leads_long_scored.prd_grp_3_coverage_pct,leads_long_scored,prd_grp_3_coverage_pct,float64,customer-product recommendation,Product breadth,Share of all level-3 product groups purchased by the customer.,NUNIQUE(customer Prd_Grp_3) / NUNIQUE(all Prd_Grp_3).,Engineered feature,,,Exact
leads_long_scored.model_rank_per_customer,leads_long_scored,model_rank_per_customer,int64,customer-product recommendation,Ranking,Rank of recommendations per customer by model probability.,Sort model_probability descending within ID_Customer; cumulative row number starting at 1.,Model output,,,Exact
leads_long_scored.revenue_rank_per_customer,leads_long_scored,revenue_rank_per_customer,float64,customer-product recommendation,Ranking,Within-customer rank by expected revenue.,Rank expected_revenue descending within ID_Customer; method='first'.,Business output,,,Exact
leads_long_scored.months_since_last_purchase,leads_long_scored,months_since_last_purchase,int64,customer-product recommendation,Recency,Months between the dataset's latest sales month and the customer's last purchase month.,"global_max_sales_month_ordinal - customer_last_month_ordinal, minimum 0.",Engineered feature,,,Exact
leads_long_scored.model_probability,leads_long_scored,model_probability,float64,customer-product recommendation,Recommendation,Classifier score for customer-product affinity.,"Selected model's predict_proba(X_customer)[:, 1].",Model output,,"Current target is all-history purchase and class weights are used; treat this as an uncalibrated affinity score, not a literal future probability.",Exact
leads_long_scored.product_group,leads_long_scored,product_group,object,customer-product recommendation,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
leads_long_scored.recommended_product,leads_long_scored,recommended_product,object,customer-product recommendation,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
leads_long_scored.sales_without_recent_sf_activity,leads_long_scored,sales_without_recent_sf_activity,int64,customer-product recommendation,Sales activation,Customer purchased recently but had no recent Salesforce activity.,"1 if active_in_last_6m = 1 and sf_active_in_last_6m = 0, otherwise 0.",Engineered feature,,,Exact
leads_long_scored.sf_activity_without_recent_sales,leads_long_scored,sf_activity_without_recent_sales,int64,customer-product recommendation,Sales activation,Customer had recent Salesforce activity but no recent purchase.,"1 if sf_active_in_last_6m = 1 and active_in_last_6m = 0, otherwise 0.",Engineered feature,,,Exact
leads_long_scored.sf_active_months,leads_long_scored,sf_active_months,int64,customer-product recommendation,Salesforce activity,Number of distinct months containing Salesforce activity.,NUNIQUE(Salesforce YearMonth) by ID_Customer.,Engineered feature,,,Exact
leads_long_scored.sf_total_events,leads_long_scored,sf_total_events,int64,customer-product recommendation,Salesforce activity,Total Salesforce activity-event count.,SUM(SF_Activity_Count) by ID_Customer.,Engineered feature,,,Exact
model_registry_all_products.baseline_avg_precision,model_registry_all_products,baseline_avg_precision,float64,product target/model,Model baseline,Average precision of a constant popularity-probability baseline.,Average precision using the training positive rate for every validation customer.,Diagnostic,,,Exact
model_registry_all_products.baseline_roc_auc,model_registry_all_products,baseline_roc_auc,float64,product target/model,Model baseline,ROC-AUC of the constant popularity baseline.,ROC-AUC using the training positive rate for every validation customer; normally 0.5.,Diagnostic,,,Exact
model_registry_all_products.model,model_registry_all_products,model,object,product target/model,Model metadata,Selected classifier for the product target.,Candidate with maximum validation average precision; ROC-AUC breaks ties.,Diagnostic,,,Exact
model_registry_all_products.n_categorical_features,model_registry_all_products,n_categorical_features,int64,product target/model,Model metadata,Number of categorical input columns supplied to preprocessing.,COUNT(categorical feature columns).,Diagnostic,,,Exact
model_registry_all_products.n_numeric_features,model_registry_all_products,n_numeric_features,int64,product target/model,Model metadata,Number of numeric input columns supplied to preprocessing.,COUNT(numeric feature columns).,Diagnostic,,,Exact
model_registry_all_products.status,model_registry_all_products,status,object,product target/model,Model metadata,Training status of the product model.,'trained' or 'skipped_low_support' based on class count and MIN_POSITIVES.,Diagnostic,,,Exact
model_registry_all_products.target_col,model_registry_all_products,target_col,object,product target/model,Model metadata,Name of the binary product-purchase target column.,Stored target-column name.,Diagnostic,,,Exact
model_registry_all_products.avg_precision_lift_vs_baseline,model_registry_all_products,avg_precision_lift_vs_baseline,float64,product target/model,Model performance,Relative average-precision lift over popularity baseline.,valid_avg_precision / baseline_avg_precision.,Diagnostic,,,Exact
model_registry_all_products.valid_avg_precision,model_registry_all_products,valid_avg_precision,float64,product target/model,Model performance,"Validation average precision, summarizing the precision-recall ranking curve.","sklearn.metrics.average_precision_score(y_valid, predicted_probability).",Diagnostic,,,Exact
model_registry_all_products.valid_precision_at_050,model_registry_all_products,valid_precision_at_050,float64,product target/model,Model performance,Validation precision at a 0.50 probability threshold.,TP / (TP + FP) for predicted_probability >= 0.50.,Diagnostic,,,Exact
model_registry_all_products.valid_recall_at_050,model_registry_all_products,valid_recall_at_050,float64,product target/model,Model performance,Validation recall at a 0.50 probability threshold.,TP / (TP + FN) for predicted_probability >= 0.50.,Diagnostic,,,Exact
model_registry_all_products.valid_roc_auc,model_registry_all_products,valid_roc_auc,float64,product target/model,Model performance,Validation ROC-AUC.,"sklearn.metrics.roc_auc_score(y_valid, predicted_probability).",Diagnostic,,,Exact
model_registry_all_products.n_total,model_registry_all_products,n_total,int64,product target/model,Model support,Total customer rows available for the product model.,COUNT(y).,Diagnostic,,,Exact
model_registry_all_products.positive_customers,model_registry_all_products,positive_customers,int64,product target/model,Model support,Customers with a positive historical purchase target.,SUM(binary purchase target).,Diagnostic,,,Exact
model_registry_all_products.positive_rate,model_registry_all_products,positive_rate,float64,product target/model,Model support,Historical prevalence of the positive product target.,MEAN(binary purchase target).,Diagnostic,,,Exact
model_registry_all_products.train_rows,model_registry_all_products,train_rows,int64,product target/model,Model support,Rows in the model-development training split.,COUNT(X_train).,Diagnostic,,,Exact
model_registry_all_products.valid_positive_customers,model_registry_all_products,valid_positive_customers,int64,product target/model,Model support,Positive-target customers in the validation split.,SUM(y_valid).,Diagnostic,,,Exact
model_registry_all_products.valid_rows,model_registry_all_products,valid_rows,int64,product target/model,Model support,Rows in the validation split.,COUNT(X_valid).,Diagnostic,,,Exact
model_registry_all_products.product,model_registry_all_products,product,object,product target/model,Product,Product group represented by a target or model-registry row.,Target name after removing purchase_flag hierarchy prefix.,Model metadata,,,Exact
model_registry_all_products.product_group,model_registry_all_products,product_group,object,product target/model,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
product_lead_summary.product_group,product_lead_summary,product_group,object,product hierarchy-product,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
product_lead_summary.recommended_product,product_lead_summary,recommended_product,object,product hierarchy-product,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
product_lead_summary.avg_lead_score,product_lead_summary,avg_lead_score,float64,product hierarchy-product,Summary,Mean lead score in the summary group.,MEAN(lead_score).,Summary metric,,,Exact
product_lead_summary.avg_model_probability,product_lead_summary,avg_model_probability,float64,product hierarchy-product,Summary,Mean model probability/affinity in the summary group.,MEAN(model_probability).,Summary metric,,,Exact
product_lead_summary.customers,product_lead_summary,customers,int64,product hierarchy-product,Summary,Number of distinct customers in the summary group.,NUNIQUE(ID_Customer).,Summary metric,,,Exact
product_lead_summary.recommendation_rows,product_lead_summary,recommendation_rows,int64,product hierarchy-product,Summary,Number of recommendation rows in the summary group.,COUNT(recommendation rows).,Summary metric,,,Exact
product_value_stats.product_mean_order_value,product_value_stats,product_mean_order_value,float64,product hierarchy-product,Expected value,Mean capped event value for the recommended product across all customers.,MEAN(order_value_capped) by product_group and recommended_product.,Engineered feature,,,Exact
product_value_stats.product_median_order_value,product_value_stats,product_median_order_value,float64,product hierarchy-product,Expected value,Median capped event value for the recommended product across all customers.,MEDIAN(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
product_value_stats.product_value_events,product_value_stats,product_value_events,int64,product hierarchy-product,Expected value support,Historical value-event count for the recommended product.,COUNT(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
product_value_stats.product_group,product_value_stats,product_group,object,product hierarchy-product,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
product_value_stats.recommended_product,product_value_stats,recommended_product,object,product hierarchy-product,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
recommendation_tier_summary.recommendation_tier,recommendation_tier_summary,recommendation_tier,category,recommendation tier,Lead scoring,Relative tier of an individual customer-product recommendation.,"qcut(rank(lead_score), 40% Cold / 40% Warm / 20% Hot) across recommendation rows.",Business output,,This is not the customer-level tier.,Exact
recommendation_tier_summary.avg_lead_score,recommendation_tier_summary,avg_lead_score,float64,recommendation tier,Summary,Mean lead score in the summary group.,MEAN(lead_score).,Summary metric,,,Exact
recommendation_tier_summary.avg_model_probability,recommendation_tier_summary,avg_model_probability,float64,recommendation tier,Summary,Mean model probability/affinity in the summary group.,MEAN(model_probability).,Summary metric,,,Exact
recommendation_tier_summary.customers,recommendation_tier_summary,customers,int64,recommendation tier,Summary,Number of distinct customers in the summary group.,NUNIQUE(ID_Customer).,Summary metric,,,Exact
recommendation_tier_summary.recommendation_rows,recommendation_tier_summary,recommendation_rows,int64,recommendation tier,Summary,Number of recommendation rows in the summary group.,COUNT(recommendation rows).,Summary metric,,,Exact
recommendations_long.customer_mean_event_value,recommendations_long,customer_mean_event_value,float64,customer-product recommendation,Expected value,Customer's mean total historical value-event size.,MEAN(customer_event_value) by ID_Customer.,Engineered feature,,,Exact
recommendations_long.customer_value_multiplier,recommendations_long,customer_value_multiplier,float64,customer-product recommendation,Expected value,Capped customer buying-power adjustment applied to expected order value.,"customer_value_multiplier_raw filled with 1.0 and clipped to [0.50, 2.00].",Engineered feature,,,Exact
recommendations_long.expected_order_value,recommendations_long,expected_order_value,float64,customer-product recommendation,Expected value,Estimated sales value conditional on the recommended product being purchased.,expected_order_value_before_customer_adjustment * customer_value_multiplier.,Business output,,,Exact
recommendations_long.expected_order_value_before_customer_adjustment,recommendations_long,expected_order_value_before_customer_adjustment,float64,customer-product recommendation,Expected value,Support-weighted product order-value estimate before customer adjustment.,w * segment_product_mean_order_value + (1-w) * product_mean_order_value; global mean fallback.,Engineered feature,,,Exact
recommendations_long.expected_revenue,recommendations_long,expected_revenue,float64,customer-product recommendation,Expected value,Probability-weighted revenue opportunity for the customer-product recommendation.,model_probability * expected_order_value.,Business output,,"Currently an opportunity proxy, not a finance-grade forecast, because model_probability is not a calibrated future probability.",Exact
recommendations_long.expected_revenue_is_forecast,recommendations_long,expected_revenue_is_forecast,bool,customer-product recommendation,Expected value,Boolean indicating whether expected revenue has true forecast semantics.,MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY; currently False.,Interpretation flag,,,Exact
recommendations_long.expected_revenue_proxy,recommendations_long,expected_revenue_proxy,float64,customer-product recommendation,Expected value,Explicit alias of expected_revenue under the current affinity-model semantics.,expected_revenue_proxy = expected_revenue.,Business output,,,Exact
recommendations_long.order_value_estimation_method,recommendations_long,order_value_estimation_method,object,customer-product recommendation,Expected value,Lineage label describing support level and fallback used for expected order value.,np.select based on segment-product event support and availability of product/global fallback.,Lineage,,,Exact
recommendations_long.probability_semantics,recommendations_long,probability_semantics,object,customer-product recommendation,Expected value,Text describing whether model_probability is affinity or calibrated future probability.,Conditional label from MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY.,Interpretation flag,,,Exact
recommendations_long.product_mean_order_value,recommendations_long,product_mean_order_value,float64,customer-product recommendation,Expected value,Mean capped event value for the recommended product across all customers.,MEAN(order_value_capped) by product_group and recommended_product.,Engineered feature,,,Exact
recommendations_long.product_median_order_value,recommendations_long,product_median_order_value,float64,customer-product recommendation,Expected value,Median capped event value for the recommended product across all customers.,MEDIAN(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
recommendations_long.segment_product_mean_order_value,recommendations_long,segment_product_mean_order_value,float64,customer-product recommendation,Expected value,Mean capped event value for a product within a customer peer segment.,"MEAN(order_value_capped) by value_segment, product_group, and recommended_product.",Engineered feature,,,Exact
recommendations_long.segment_product_median_order_value,recommendations_long,segment_product_median_order_value,float64,customer-product recommendation,Expected value,Median capped event value for a product within a customer peer segment.,"MEDIAN(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
recommendations_long.value_segment,recommendations_long,value_segment,object,customer-product recommendation,Expected value,Peer segment used to estimate order value.,Latest Customer_Segment; fallback to cohort_ML; final fallback 'Unknown'.,Intermediate feature,,,Exact
recommendations_long.value_shrinkage_weight,recommendations_long,value_shrinkage_weight,float64,customer-product recommendation,Expected value,Weight assigned to the segment-product estimate based on historical support.,segment_product_value_events / (segment_product_value_events + 30).,Engineered feature,,,Exact
recommendations_long.customer_value_events,recommendations_long,customer_value_events,int64,customer-product recommendation,Expected value support,Number of historical value events observed for the customer.,COUNT(customer_event_value) by ID_Customer.,Diagnostic,,,Exact
recommendations_long.product_value_events,recommendations_long,product_value_events,int64,customer-product recommendation,Expected value support,Historical value-event count for the recommended product.,COUNT(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
recommendations_long.segment_product_value_events,recommendations_long,segment_product_value_events,int64,customer-product recommendation,Expected value support,Historical value-event count for a product within the peer segment.,"COUNT(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
recommendations_long.ID_Customer,recommendations_long,ID_Customer,object,customer-product recommendation,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
recommendations_long.source_target_col,recommendations_long,source_target_col,object,customer-product recommendation,Model metadata,Purchase-flag column that generated the recommendation.,Stored source target-column name.,Lineage,,,Exact
recommendations_long.model_rank_per_customer,recommendations_long,model_rank_per_customer,int64,customer-product recommendation,Ranking,Rank of recommendations per customer by model probability.,Sort model_probability descending within ID_Customer; cumulative row number starting at 1.,Model output,,,Exact
recommendations_long.model_probability,recommendations_long,model_probability,float64,customer-product recommendation,Recommendation,Classifier score for customer-product affinity.,"Selected model's predict_proba(X_customer)[:, 1].",Model output,,"Current target is all-history purchase and class weights are used; treat this as an uncalibrated affinity score, not a literal future probability.",Exact
recommendations_long.product_group,recommendations_long,product_group,object,customer-product recommendation,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
recommendations_long.recommended_product,recommendations_long,recommended_product,object,customer-product recommendation,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
recommendations_topk_model.customer_mean_event_value,recommendations_topk_model,customer_mean_event_value,float64,customer-product Top-K model recommendation,Expected value,Customer's mean total historical value-event size.,MEAN(customer_event_value) by ID_Customer.,Engineered feature,,,Exact
recommendations_topk_model.customer_value_multiplier,recommendations_topk_model,customer_value_multiplier,float64,customer-product Top-K model recommendation,Expected value,Capped customer buying-power adjustment applied to expected order value.,"customer_value_multiplier_raw filled with 1.0 and clipped to [0.50, 2.00].",Engineered feature,,,Exact
recommendations_topk_model.expected_order_value,recommendations_topk_model,expected_order_value,float64,customer-product Top-K model recommendation,Expected value,Estimated sales value conditional on the recommended product being purchased.,expected_order_value_before_customer_adjustment * customer_value_multiplier.,Business output,,,Exact
recommendations_topk_model.expected_order_value_before_customer_adjustment,recommendations_topk_model,expected_order_value_before_customer_adjustment,float64,customer-product Top-K model recommendation,Expected value,Support-weighted product order-value estimate before customer adjustment.,w * segment_product_mean_order_value + (1-w) * product_mean_order_value; global mean fallback.,Engineered feature,,,Exact
recommendations_topk_model.expected_revenue,recommendations_topk_model,expected_revenue,float64,customer-product Top-K model recommendation,Expected value,Probability-weighted revenue opportunity for the customer-product recommendation.,model_probability * expected_order_value.,Business output,,"Currently an opportunity proxy, not a finance-grade forecast, because model_probability is not a calibrated future probability.",Exact
recommendations_topk_model.expected_revenue_is_forecast,recommendations_topk_model,expected_revenue_is_forecast,bool,customer-product Top-K model recommendation,Expected value,Boolean indicating whether expected revenue has true forecast semantics.,MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY; currently False.,Interpretation flag,,,Exact
recommendations_topk_model.expected_revenue_proxy,recommendations_topk_model,expected_revenue_proxy,float64,customer-product Top-K model recommendation,Expected value,Explicit alias of expected_revenue under the current affinity-model semantics.,expected_revenue_proxy = expected_revenue.,Business output,,,Exact
recommendations_topk_model.order_value_estimation_method,recommendations_topk_model,order_value_estimation_method,object,customer-product Top-K model recommendation,Expected value,Lineage label describing support level and fallback used for expected order value.,np.select based on segment-product event support and availability of product/global fallback.,Lineage,,,Exact
recommendations_topk_model.probability_semantics,recommendations_topk_model,probability_semantics,object,customer-product Top-K model recommendation,Expected value,Text describing whether model_probability is affinity or calibrated future probability.,Conditional label from MODEL_PROBABILITY_IS_CALIBRATED_FUTURE_PROBABILITY.,Interpretation flag,,,Exact
recommendations_topk_model.product_mean_order_value,recommendations_topk_model,product_mean_order_value,float64,customer-product Top-K model recommendation,Expected value,Mean capped event value for the recommended product across all customers.,MEAN(order_value_capped) by product_group and recommended_product.,Engineered feature,,,Exact
recommendations_topk_model.product_median_order_value,recommendations_topk_model,product_median_order_value,float64,customer-product Top-K model recommendation,Expected value,Median capped event value for the recommended product across all customers.,MEDIAN(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
recommendations_topk_model.segment_product_mean_order_value,recommendations_topk_model,segment_product_mean_order_value,float64,customer-product Top-K model recommendation,Expected value,Mean capped event value for a product within a customer peer segment.,"MEAN(order_value_capped) by value_segment, product_group, and recommended_product.",Engineered feature,,,Exact
recommendations_topk_model.segment_product_median_order_value,recommendations_topk_model,segment_product_median_order_value,float64,customer-product Top-K model recommendation,Expected value,Median capped event value for a product within a customer peer segment.,"MEDIAN(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
recommendations_topk_model.value_segment,recommendations_topk_model,value_segment,object,customer-product Top-K model recommendation,Expected value,Peer segment used to estimate order value.,Latest Customer_Segment; fallback to cohort_ML; final fallback 'Unknown'.,Intermediate feature,,,Exact
recommendations_topk_model.value_shrinkage_weight,recommendations_topk_model,value_shrinkage_weight,float64,customer-product Top-K model recommendation,Expected value,Weight assigned to the segment-product estimate based on historical support.,segment_product_value_events / (segment_product_value_events + 30).,Engineered feature,,,Exact
recommendations_topk_model.customer_value_events,recommendations_topk_model,customer_value_events,int64,customer-product Top-K model recommendation,Expected value support,Number of historical value events observed for the customer.,COUNT(customer_event_value) by ID_Customer.,Diagnostic,,,Exact
recommendations_topk_model.product_value_events,recommendations_topk_model,product_value_events,int64,customer-product Top-K model recommendation,Expected value support,Historical value-event count for the recommended product.,COUNT(order_value_capped) by product_group and recommended_product.,Diagnostic,,,Exact
recommendations_topk_model.segment_product_value_events,recommendations_topk_model,segment_product_value_events,int64,customer-product Top-K model recommendation,Expected value support,Historical value-event count for a product within the peer segment.,"COUNT(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
recommendations_topk_model.ID_Customer,recommendations_topk_model,ID_Customer,object,customer-product Top-K model recommendation,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
recommendations_topk_model.source_target_col,recommendations_topk_model,source_target_col,object,customer-product Top-K model recommendation,Model metadata,Purchase-flag column that generated the recommendation.,Stored source target-column name.,Lineage,,,Exact
